,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,
70,Kyle Rudolph *,MIN,TE,23,16,16,0,0,0,0,0,0,0,,0,93,53,493,9.30,9,0,0,9,1,,105,158.3,161.3,131.8,10,9,68,
71,Brandon Myers,OAK,TE,27,16,16,0,0,0,0,0,0,0,,0,105,79,806,10.20,4,0,0,4,,,105,183.6,186.6,144.1,9,10,69,
72,Jeremy Maclin,PHI,WR,24,15,15,0,0,0,0,0,0,0,,0,122,69,857,12.42,7,1,1,7,,,126,194.7,198.7,160.2,7,26,70,
73,Jermaine Gresham*,CIN,TE,24,16,15,0,0,0,0,0,0,0,,0,94,64,737,11.52,5,2,1,5,,,102,165.7,169.7,133.7,6,11,71,
74,Justin Blackmon,JAX,WR,22,16,14,0,0,0,0,0,2,23,11.50,0,132,64,865,13.52,5,1,0,5,1,,121,184.8,187.8,152.8,2,27,72,
75,Jordy Nelson,GNB,WR,27,12,10,0,0,0,0,0,0,0,,0,73,49,745,15.20,7,0,0,7,1,,119,167.5,170.5,143.0,,28,73,
76,Andy Dalton,CIN,QB,25,16,16,329,528,3669,27,16,47,120,2.55,4,0,0,0,,0,4,4,4,,,251,250.8,276.8,266.8,,12,74,
77,Tyler Clutts,HOU,,28,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,7,75,
78,DeAngelo Williams,CAR,RB,29,16,10,0,0,0,0,0,173,737,4.26,5,20,13,187,14.38,2,2,2,7,,,130,143.4,151.4,136.9,,24,76,
79,Antonio Gates,SDG,TE,32,15,15,0,0,0,0,0,0,0,,0,80,49,538,10.98,7,0,0,7,,,96,144.8,147.8,120.3,,12,77,
80,Richie Brockel,CAR,,26,16,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,2,78,
81,Josh Freeman,TAM,QB,24,16,16,306,558,4065,27,17,39,139,3.56,0,0,0,0,,0,10,2,0,,1,249,248.5,273.5,265.5,,13,,
82,Joe Flacco,BAL,QB,27,16,16,317,531,3817,22,10,32,22,0.69,3,0,0,0,,0,9,4,3,,1,235,234.9,251.9,244.9,,14,,
83,Eli Manning*,NYG,QB,31,16,16,321,536,3948,26,15,20,30,1.50,0,0,0,0,,0,5,1,0,,,233,232.9,251.9,247.9,,15,,
84,Sam Bradford,STL,QB,25,16,16,328,551,3702,21,13,36,124,3.44,1,0,0,0,,0,7,1,1,,4,230,230.5,250.5,243.5,,16,,
85,Matt Schaub*,HOU,QB,31,16,16,350,544,4008,22,12,21,-9,-0.43,0,1,1,-6,-6.00,0,4,0,0,,1,225,225.8,240.8,237.3,,17,,
86,Carson Palmer,OAK,QB,33,15,15,345,565,4018,22,14,18,36,2.00,1,0,0,0,,0,7,5,1,,2,224,224.3,246.3,238.3,,18,,
87,Ben Roethlisberger,PIT,QB,30,13,13,284,449,3265,26,8,26,92,3.54,0,0,0,0,,0,6,3,0,,1,224,223.8,237.8,231.8,,19,,
88,Ryan Fitzpatrick,BUF,QB,30,16,16,306,505,3400,24,16,48,197,4.10,1,0,0,0,,0,8,6,1,,,214,213.7,241.7,229.7,,20,,
89,Philip Rivers,SDG,QB,31,16,16,338,527,3606,26,15,27,40,1.48,0,1,0,0,,0,15,7,0,,,208,208.2,233.2,223.2,,21,,
90,Christian Ponder,MIN,QB,24,16,16,300,483,2935,18,12,60,253,4.22,2,1,1,-15,-15.00,0,7,5,2,,1,193,194.2,217.2,205.7,,22,,
91,Jay Cutler,CHI,QB,29,15,15,255,434,3033,19,14,41,233,5.68,0,0,0,0,,0,8,4,0,,,185,184.6,208.6,198.6,,23,,
92,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
93,Ryan Tannehill,MIA,QB,24,16,16,282,484,3294,12,13,49,211,4.31,2,0,0,0,,0,9,4,2,,2,183,182.9,205.9,195.9,,24,,
94,Colin Kaepernick,SFO,QB,25,13,7,136,218,1814,10,3,63,415,6.59,5,0,0,0,,0,9,2,5,,,174,174.1,185.1,177.1,,25,,
95,Brandon Weeden,CLE,QB,29,15,15,297,517,3385,14,17,27,111,4.11,0,1,0,-9,,0,6,1,0,,,166,165.6,189.6,182.6,,26,,
96,Michael Vick,PHI,QB,32,10,10,204,351,2362,12,10,62,332,5.35,1,0,0,0,,0,11,5,1,,,152,151.7,172.7,161.7,,27,,
97,Jake Locker,TEN,QB,24,11,11,177,314,2176,10,11,41,291,7.10,1,1,0,0,,0,4,4,1,,,132,132.1,153.1,143.1,,28,,
98,Alex Smith,SFO,QB,28,10,9,153,218,1737,13,5,31,132,4.26,0,0,0,0,,0,3,1,0,,,123,122.7,134.7,127.7,,29,,
99,Anquan Boldin,BAL,WR,32,15,15,0,0,0,0,0,1,3,3.00,0,112,65,921,14.17,4,0,0,4,1,,118,183.4,186.4,150.9,,29,,
100,Sidney Rice,SEA,WR,26,16,16,1,2,25,0,0,2,6,3.00,0,82,50,748,14.96,7,0,0,7,,,118,168.4,171.4,143.4,,30,,
101,Mark Sanchez,NYJ,QB,26,15,15,246,453,2883,13,18,22,28,1.27,0,0,0,0,,0,14,8,0,,,118,118.1,147.1,136.1,,30,,
102,Danny Woodhead,NWE,RB,27,16,2,0,0,0,0,0,76,301,3.96,4,55,40,446,11.15,3,1,0,7,,,117,156.7,162.7,136.7,,25,,
103,Denarius Moore,OAK,WR,24,15,15,0,0,0,0,0,1,-5,-5.00,0,114,51,741,14.53,7,3,0,7,,,116,166.6,169.6,141.1,,32,,
104,Golden Tate,SEA,WR,24,15,15,1,1,23,1,0,3,20,6.67,0,68,45,688,15.29,7,1,1,7,,,116,160.7,164.7,138.2,,31,,
105,Vick Ballard,IND,RB,22,16,12,0,0,0,0,0,211,814,3.86,2,27,17,152,8.94,1,3,0,3,,,115,131.6,137.6,123.1,,26,,
106,Brandon Lloyd,NWE,WR,31,16,15,0,0,0,0,0,0,0,,0,131,74,911,12.31,4,0,0,5,,,115,195.1,198.1,158.1,,33,,
107,Chad Henne,JAX,QB,27,10,6,166,308,2084,11,11,19,64,3.37,1,0,1,-6,-6.00,0,4,2,1,,,113,114.2,130.2,124.7,,31,,
108,Willis McGahee,DEN,RB,31,10,9,0,0,0,0,0,167,731,4.38,4,33,26,221,8.50,0,5,4,4,1,,113,139.2,149.2,126.2,,27,,
109,Brian Hartline,MIA,WR,26,16,15,0,0,0,0,0,0,0,,0,131,74,1083,14.64,1,1,1,1,,,112,186.3,190.3,149.3,,34,,
110,Malcom Floyd,SDG,WR,31,14,14,0,0,0,0,0,0,0,,0,85,56,814,14.54,5,0,0,5,,,111,167.4,170.4,139.4,,35,,
111,Darren McFadden,OAK,RB,25,12,12,0,0,0,0,0,216,707,3.27,2,63,42,258,6.14,1,2,2,3,,,111,152.5,160.5,131.5,,29,,
112,DeMarco Murray,DAL,RB,24,10,10,0,0,0,0,0,161,663,4.12,4,42,35,251,7.17,0,3,2,4,,,111,146.4,154.4,128.9,,28,,
113,Josh Gordon,CLE,WR,21,16,13,0,0,0,0,0,0,0,,0,96,50,805,16.10,5,1,1,5,,,109,158.5,162.5,133.5,,37,,
114,Andre Roberts,ARI,WR,24,15,15,0,0,0,0,0,4,29,7.25,0,114,64,759,11.86,5,1,0,5,,,109,172.8,175.8,140.8,,36,,
115,Danario Alexander,SDG,WR,26,10,6,0,1,0,0,0,0,0,,0,62,37,658,17.78,7,0,0,7,,,108,144.8,147.8,126.3,,38,,
116,Antonio Brown,PIT,WR,24,13,10,0,2,0,0,1,7,24,3.43,0,106,66,787,11.92,5,4,2,5,,,105,171.1,177.1,139.1,,39,,
117,Santana Moss,WAS,WR,33,16,1,0,0,0,0,0,3,14,4.67,0,62,41,573,13.98,8,2,1,8,,,105,145.7,149.7,125.2,,40,,
118,Joique Bell,DET,RB,26,16,0,0,0,0,0,0,82,414,5.05,3,68,52,485,9.33,0,2,2,3,,,104,155.9,163.9,129.9,,30,,
119,Larry Fitzgerald*,ARI,WR,29,16,16,0,0,0,0,0,0,0,,0,156,71,798,11.24,4,0,0,4,,,104,174.8,177.8,139.3,,41,,
120,Brandon Gibson,STL,WR,25,16,13,0,0,0,0,0,0,0,,0,82,51,691,13.55,5,0,0,5,,,99,150.1,153.1,124.6,,43,,
121,Percy Harvin,MIN,WR,24,9,8,0,0,0,0,0,22,96,4.36,1,85,62,677,10.92,3,2,1,5,,,99,167.3,171.3,136.3,,42,,
122,Nate Washington,TEN,WR,29,16,14,0,0,0,0,0,0,0,,0,89,46,746,16.22,4,1,0,4,,,99,144.6,147.6,121.6,,44,,
123,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
124,Ryan Mathews,SDG,RB,25,12,9,0,0,0,0,0,184,707,3.84,1,56,39,252,6.46,0,2,2,1,,,98,136.9,144.9,117.4,,31,,
125,Donnie Avery,IND,WR,28,16,15,0,0,0,0,0,4,9,2.25,0,124,60,781,13.02,3,1,0,3,,,97,157.0,160.0,127.0,,45,,
126,Andre Brown,NYG,RB,26,10,2,0,0,0,0,0,73,385,5.27,8,17,12,86,7.17,0,0,0,8,1,,97,109.1,112.1,103.1,,32,,
127,Dwayne Bowe,KAN,WR,28,13,12,0,0,0,0,0,0,0,,0,114,59,801,13.58,3,1,1,3,,,96,155.1,159.1,125.6,,46,,
128,Brandon LaFell,CAR,WR,26,14,12,0,0,0,0,0,3,35,11.67,0,76,44,677,15.39,4,1,0,4,,,95,139.2,142.2,117.2,,47,,
129,Pierre Thomas,NOR,RB,28,15,4,0,0,0,0,0,105,473,4.50,1,53,39,354,9.08,1,0,0,2,,,95,133.7,139.7,114.2,,33,,
130,Blaine Gabbert,JAX,QB,23,10,10,162,278,1662,9,6,18,56,3.11,0,0,0,0,,0,5,3,0,,2,94,94.1,106.1,100.1,,32,,
131,Martellus Bennett,NYG,TE,25,16,16,0,0,0,0,0,0,0,,0,89,55,626,11.38,5,0,0,5,,,93,147.6,150.6,120.1,,13,,
132,Mark Ingram,NOR,RB,23,16,5,0,0,0,0,0,156,602,3.86,5,10,6,29,4.83,0,0,0,5,,,93,99.1,102.1,96.1,,34,,
133,Darrius Heyward-Bey,OAK,WR,25,15,14,0,0,0,0,0,2,16,8.00,0,80,41,606,14.78,5,0,0,5,,,92,133.2,136.2,112.7,,48,,
134,Felix Jones,DAL,RB,25,16,7,0,0,0,0,0,111,402,3.62,3,36,25,262,10.48,2,2,2,5,,,92,117.4,125.4,104.9,,35,,
135,Scott Chandler,BUF,TE,27,15,13,0,0,0,0,0,0,0,,0,74,43,571,13.28,6,2,1,6,,,91,134.1,138.1,112.6,,14,,
136,Chris Givens,STL,WR,23,15,12,0,0,0,0,0,3,12,4.00,0,80,42,698,16.62,3,0,0,3,1,,91,133.0,136.0,112.0,,50,,
137,Jeremy Kerley,NYJ,WR,24,16,7,1,1,42,0,0,5,8,1.60,0,95,56,827,14.77,2,4,3,3,,,91,153.2,159.2,125.2,,49,,
138,Knowshon Moreno,DEN,RB,25,8,6,0,0,0,0,0,138,525,3.80,4,26,21,167,7.95,0,1,1,4,,,91,112.2,119.2,101.7,,36,,
139,Greg Little,CLE,WR,23,16,16,0,0,0,0,0,2,15,7.50,0,94,53,647,12.21,4,0,0,4,,,90,143.2,146.2,116.7,,51,,
140,Pierre Garcon,WAS,WR,26,10,10,0,0,0,0,0,2,9,4.50,0,68,44,633,14.39,4,0,0,5,,,88,138.2,141.2,116.2,,52,,
141,Jacquizz Rodgers,ATL,RB,22,16,0,0,0,0,0,0,94,362,3.85,1,59,53,402,7.58,1,0,0,2,,,88,141.4,147.4,114.9,,37,,
142,Hakeem Nicks,NYG,WR,24,13,11,0,0,0,0,0,0,0,,0,100,53,692,13.06,3,0,0,3,,,87,140.2,143.2,113.7,,53,,
143,Mike Tolbert,CAR,RB,27,16,5,0,0,0,0,0,54,183,3.39,7,39,27,268,9.93,0,0,0,7,,,87,114.1,120.1,100.6,,38,,
144,Nick Foles,PHI,QB,23,7,6,161,265,1699,6,5,11,42,3.82,1,0,0,0,,0,8,3,1,,,86,86.2,97.2,91.2,,33,,
145,Vernon Davis,SFO,TE,28,16,16,0,0,0,0,0,0,0,,0,61,41,548,13.37,5,0,0,5,,,85,125.8,128.8,105.3,,15,,
146,Kevin Kolb,ARI,QB,28,6,5,109,183,1169,8,3,16,100,6.25,1,0,0,0,,0,2,2,1,,,85,84.8,95.8,87.8,,34,,
147,Kendall Wright,TEN,WR,23,15,5,0,0,0,0,0,1,4,4.00,0,104,64,626,9.78,4,1,1,4,,,85,149.0,153.0,117.0,,54,,
148,Davone Bess,MIA,WR,27,13,13,0,0,0,0,0,0,0,,0,104,61,778,12.75,1,1,0,1,,,84,144.8,147.8,114.3,,56,,
149,Brandon Stokley,DEN,WR,36,15,9,0,0,0,0,0,0,0,,0,58,45,544,12.09,5,0,0,5,,,84,129.4,132.4,106.9,,55,,
150,Danny Amendola,STL,WR,27,11,8,0,0,0,0,0,2,8,4.00,0,101,63,666,10.57,3,3,2,3,1,,83,146.4,151.4,114.9,,57,,
151,Kenny Britt,TEN,WR,24,14,11,0,0,0,0,0,0,0,,0,90,45,589,13.09,4,2,1,4,1,,83,127.9,131.9,105.4,,58,,
152,Marcel Reece *,OAK,RB,27,16,14,0,0,0,0,0,59,271,4.59,0,73,52,496,9.54,1,2,0,1,,,83,134.7,140.7,108.7,,39,,
153,Bilal Powell,NYJ,RB,24,14,2,0,0,0,0,0,110,437,3.97,4,36,17,140,8.24,0,0,0,4,,,82,98.7,104.7,90.2,,40,,
154,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
155,Jonathan Dwyer,PIT,RB,23,13,6,0,0,0,0,0,156,623,3.99,2,25,18,106,5.89,0,2,2,2,,,81,98.9,106.9,89.9,,42,,
156,DeSean Jackson,PHI,WR,26,11,11,0,0,0,0,0,3,-7,-2.33,0,87,45,700,15.56,2,1,0,2,,,81,126.3,129.3,103.8,,59,,
157,Fred Jackson,BUF,RB,31,10,8,0,0,0,0,0,115,437,3.80,3,42,34,217,6.38,1,5,4,4,,,81,115.4,125.4,98.4,,41,,
158,Bryce Brown,PHI,RB,21,16,4,0,0,0,0,0,115,564,4.90,4,19,13,56,4.31,0,4,3,4,,,80,93.0,99.0,86.5,,43,,
159,Andrew Hawkins,CIN,WR,26,14,2,0,0,0,0,0,6,30,5.00,0,80,51,533,10.45,4,1,0,4,,,80,131.3,134.3,105.8,,60,,
160,Aaron Hernandez,NWE,TE,23,10,10,0,0,0,0,0,1,5,5.00,0,83,51,483,9.47,5,0,0,5,,,79,129.8,132.8,104.3,,16,,
161,Matt Cassel,KAN,QB,30,9,8,161,277,1796,6,12,27,145,5.37,1,0,0,0,,0,8,7,1,,,78,78.3,103.3,90.3,,35,,
162,Lance Kendricks,STL,TE,24,16,14,0,0,0,0,0,0,0,,0,64,42,519,12.36,4,1,0,4,1,,78,119.9,122.9,98.9,,18,,
163,Marcedes Lewis,JAX,TE,28,16,15,0,0,0,0,0,0,0,,0,77,52,540,10.38,4,0,0,4,,,78,130.0,133.0,104.0,,17,,
